"","Group.1","Group.2","CEZ","KOMERCNI.BANKA","TELF.O2.CZECH.REPUBLIC","UNIPETROL","MONETA.MONEY.BANK","PHILIP.MORRIS.CR","BOREALIS.EXPLORATION","E4U","ENERGOAQUA","ENERGOCHEMICA","FORTUNA.ENTM.GROUP","JACHYMOV","KOFOLA.CESKOSLOVENSKO","PEGAS.NONWOVENS","PRAZSKE.SLUZBY","RM.S.HOLDING","SAFETY.REAL.INVESTICNI.FOND","TOMA","CENTRAL.EUR.MEDIA..PRA.","ERSTE.GROUP.BANK..PRA.","NEW.WORLD.RES...PRA.","PHOTON.ENERGY..PRA.","STOCK.SPIRITS.GROUP.PRA.","TATRY.MOUNTAIN..PRA..RESORTS.6","VGP..WI...PRA.","VIENNA.IN.GROUP..PRA."
"89",5,2011,0.00731375080511932,0.0126759478091651,0.00662656799856225,0.0142732945371359,NA,0.00130133998298148,NA,NA,0,NA,0,0,NA,0.00723366732435715,0,0.00961113713234253,NA,0.00602845240607683,0,0.0076885864646231,0.0195744113917087,NA,NA,NA,0,0.0105129681949331
"90",6,2011,0,0.00431849674986288,0,0,NA,0.0103495326695089,NA,NA,0.00455420037295649,NA,0.0258420335695358,0.00952664360643664,NA,0.00730002626383831,8.3576960557378e-05,0.00813250057537444,NA,0,0.00798226404126392,0,0,NA,NA,NA,0,0
"91",7,2011,0.00952956501752851,0.000901238487233863,0,1.1805120058332,NA,0.00960777366853922,NA,NA,0.00509401842734511,NA,0.842092959203062,0.00817229513439182,NA,0.00404092186470194,0,0.00932707593737393,NA,0,0,0,0,NA,NA,NA,0,0
"92",8,2011,0,0,0,0,NA,0.904012150191738,NA,0,0,NA,0,0,NA,0,0,0,NA,0.0051254494490642,0,0,0,NA,NA,NA,0,0
"93",9,2011,0,0,0,0.571783092822214,NA,0.0191288297190923,NA,0.0172369122111965,0,NA,0.0045508455260919,0,NA,0.0088643799198864,0,0.00813250057537444,NA,0.00143117053404,0,0,0,NA,NA,NA,0,0.0199971590377175
"94",10,2011,0,0,0.0078073363715957,0.00370236174316895,NA,0,NA,0.0183627022995584,0.00245906932598461,NA,0,0,NA,0.00525682271766017,0,0.00932707593737393,NA,0.00163325062957528,0,0,0,NA,NA,NA,0,0.00728681651315133
"95",11,2011,0.0153461334689936,0.0263723229583089,0,0.0115266477429532,NA,0.801666842801088,NA,0.0181512319383696,0.00482239303463389,NA,0.0204032476588735,0,NA,0,0.0126869055945762,0,NA,0,0,0,0.0280271301988273,NA,NA,NA,0,0
"96",12,2011,0.0112762656960147,0,0,0.00662627058758844,NA,0.788493771089085,NA,0.0218199705497019,0.00689297446754986,NA,0.0093355202837928,0.00631758134478922,NA,0.00572396877646024,0,0.0389319676117578,NA,0.00161740642446113,0.0119089709838859,0,0.00427126619345189,NA,NA,NA,0,0.0109130535177457
"97",1,2012,0.0113395629996654,0.0225012485015302,0,0.00362913951985522,NA,0.0138813395246399,NA,0.0144134135856533,0,NA,0,0.00398167229763002,NA,0.00791978386214888,0,0.00962376669133466,NA,0.00143117053404,0,0.0274812562614162,0,NA,NA,NA,0,0.0064839988187467
"98",2,2012,0.0165522171553416,0.0235478916288205,0.0221622492741678,0.00941727378351659,NA,0.869464481016386,NA,0.0148520071142396,0,NA,0,0,NA,0.0116495976422944,0.00709470145297862,0,NA,0.000445433221058189,0,0.0221948607950434,0.0108902036058703,NA,NA,NA,0,0.0143165955426486
