"","Group.1","Group.2","ENERGIJOS.SKIRSTYMO.OPERATORIUS","TELIA.LIETUVA","AGROWILL.GROUP","AMBER.GRID.AB","APRANGA","GRIGISKES","GUBERNIJA","INVALDA","INVL.BALTIC.FARM","INVL.TECHNOLOGY","K2.LT.AB","KAUNO.ENERGIJA","KLAIPEDOS.NAFTA","LIETUVOS.ENERGIJA","LINAS","LINAS.AGRO.GROUP","LITGRID","PANEVEZIO.STATYBOS.TTAS.","PIENO.ZVAIGZDES","ROKISKIO.SURIS","SIAULIU.BANKAS","SNAIGE","UTENOS.TRIKOTAZAS","VILKYSKIU.PIENINE","VILNIAUS.BALDU.KOMBINATA","VILNIAUS.DEGTINE","ZEMATIJOS.PIENAS"
"65",8,2008,NA,0.619047619047619,0.333333333333333,NA,0.0952380952380952,0.476190476190476,0.666666666666667,0.19047619047619,NA,NA,NA,0.904761904761905,0.761904761904762,NA,0.761904761904762,NA,NA,0.238095238095238,0.476190476190476,0.714285714285714,0.380952380952381,0.666666666666667,0.428571428571429,0.714285714285714,0.761904761904762,0.761904761904762,0.714285714285714
"66",9,2008,NA,0.409090909090909,0.272727272727273,NA,0.0454545454545455,0.590909090909091,0.818181818181818,0.0909090909090909,NA,NA,NA,0.863636363636364,0.681818181818182,NA,0.909090909090909,NA,NA,0.0454545454545455,0.409090909090909,0.454545454545455,0.590909090909091,0.454545454545455,0.863636363636364,0.181818181818182,0.818181818181818,0.636363636363636,0.636363636363636
"67",10,2008,NA,0.173913043478261,0.0434782608695652,NA,0,0.478260869565217,0.739130434782609,0.0434782608695652,NA,NA,NA,0.826086956521739,0.652173913043478,NA,0.695652173913043,NA,NA,0.0869565217391304,0.478260869565217,0.260869565217391,0.347826086956522,0.478260869565217,0.782608695652174,0.217391304347826,0.826086956521739,0.695652173913043,0.0869565217391304
"68",11,2008,NA,0.4,0.3,NA,0.1,0.4,0.65,0.15,NA,NA,NA,0.9,0.5,NA,0.8,NA,NA,0.25,0.7,0.35,0.7,0.95,0.9,0.35,1,0.95,0.35
"69",12,2008,NA,0.565217391304348,0.391304347826087,NA,0.478260869565217,0.652173913043478,0.869565217391304,0.347826086956522,NA,NA,NA,0.869565217391304,0.478260869565217,NA,1,NA,NA,0.521739130434783,0.391304347826087,0.608695652173913,0.695652173913043,0.565217391304348,0.956521739130435,0.565217391304348,0.956521739130435,0.91304347826087,0.608695652173913
"70",1,2009,NA,0.363636363636364,0.363636363636364,NA,0.272727272727273,0.5,0.727272727272727,0.5,NA,NA,NA,0.863636363636364,0.545454545454545,NA,1,NA,NA,0.227272727272727,0.545454545454545,0.363636363636364,0.636363636363636,0.727272727272727,0.454545454545455,0.545454545454545,0.863636363636364,0.909090909090909,0.5
"71",2,2009,NA,0.65,0.65,NA,0.35,0.85,0.9,0.3,NA,NA,NA,0.95,0.6,NA,1,NA,NA,0.3,0.45,0.7,0.9,0.85,0.8,0.55,1,0.95,0.55
"72",3,2009,NA,0.590909090909091,0.181818181818182,NA,0.227272727272727,0.772727272727273,0.727272727272727,0.363636363636364,NA,NA,NA,0.909090909090909,0.318181818181818,NA,0.909090909090909,NA,NA,0.454545454545455,0.590909090909091,0.681818181818182,0.772727272727273,0.636363636363636,0.909090909090909,0.727272727272727,0.818181818181818,0.909090909090909,0.727272727272727
"73",4,2009,NA,0.545454545454545,0.772727272727273,NA,0.454545454545455,0.772727272727273,0.681818181818182,0.409090909090909,NA,NA,NA,0.863636363636364,0.681818181818182,NA,0.772727272727273,NA,NA,0.454545454545455,0.545454545454545,0.590909090909091,0.818181818181818,0.954545454545455,0.727272727272727,0.545454545454545,1,0.818181818181818,0.681818181818182
"74",5,2009,NA,0.80952380952381,0.714285714285714,NA,0.428571428571429,0.761904761904762,1,0.380952380952381,NA,NA,NA,0.952380952380952,0.714285714285714,NA,0.761904761904762,NA,NA,0.238095238095238,0.666666666666667,0.619047619047619,0.714285714285714,0.571428571428571,0.904761904761905,0.523809523809524,0.904761904761905,0.714285714285714,0.80952380952381
"75",6,2009,NA,0.5,1,NA,0.272727272727273,0.909090909090909,1,0.363636363636364,NA,NA,NA,0.727272727272727,0.409090909090909,NA,1,NA,NA,0.318181818181818,0.318181818181818,0.454545454545455,0.772727272727273,0.363636363636364,0.545454545454545,0.363636363636364,0.818181818181818,0.636363636363636,0.409090909090909
