"date","compname","varname","value"
2012-12-10,"MICROSOFT","PER",14.6
2012-12-11,"MICROSOFT","PER",15.3
2012-12-12,"MICROSOFT","PER",14.7
2013-12-01,"MICROSOFT","PER",14.5
2013-12-02,"MICROSOFT","PER",15.3
2013-12-03,"MICROSOFT","PER",15.3
2013-12-04,"MICROSOFT","PER",15.8
2013-12-05,"MICROSOFT","PER",16.9
2013-12-06,"MICROSOFT","PER",18.1
2013-12-07,"MICROSOFT","PER",18.5
2013-12-08,"MICROSOFT","PER",12.7
2013-12-09,"MICROSOFT","PER",12.7
2013-12-10,"MICROSOFT","PER",13.2
2013-12-11,"MICROSOFT","PER",13.9
2013-12-12,"MICROSOFT","PER",13.9
2014-12-01,"MICROSOFT","PER",13.5
2014-12-02,"MICROSOFT","PER",13.8
2014-12-03,"MICROSOFT","PER",14.1
2014-12-04,"MICROSOFT","PER",14.4
2014-12-05,"MICROSOFT","PER",15
2014-12-06,"MICROSOFT","PER",15.2
2014-12-07,"MICROSOFT","PER",15.8
2014-12-08,"MICROSOFT","PER",16.6
2014-12-09,"MICROSOFT","PER",17.8
2014-12-10,"MICROSOFT","PER",16.8
2014-12-11,"MICROSOFT","PER",19.1
2014-12-12,"MICROSOFT","PER",18.4
2015-12-01,"MICROSOFT","PER",18.3
2015-12-02,"MICROSOFT","PER",17.4
2015-12-03,"MICROSOFT","PER",16.6
2015-12-04,"MICROSOFT","PER",16.8
2015-12-05,"MICROSOFT","PER",19.7
2015-12-06,"MICROSOFT","PER",19.1
2015-12-07,"MICROSOFT","PER",18.5
2015-12-08,"MICROSOFT","PER",31.6
2015-12-09,"MICROSOFT","PER",29.4
2015-12-10,"MICROSOFT","PER",31.8
2015-12-11,"MICROSOFT","PER",35.4
2015-12-12,"MICROSOFT","PER",35.9
2016-12-01,"MICROSOFT","PER",35
2016-12-02,"MICROSOFT","PER",35.5
2016-12-03,"MICROSOFT","PER",37.3
2016-12-04,"MICROSOFT","PER",38.4
2016-12-05,"MICROSOFT","PER",39.5
2016-12-06,"MICROSOFT","PER",39.5
2016-12-07,"MICROSOFT","PER",40.8
2016-12-08,"MICROSOFT","PER",27.6
2016-12-09,"MICROSOFT","PER",27.2
2016-12-10,"MICROSOFT","PER",27.2
2012-12-10,"MICROSOFT","PRICE INDEX",30031.3
2012-12-11,"MICROSOFT","PRICE INDEX",29023.4
2012-12-12,"MICROSOFT","PRICE INDEX",28015.5
2013-12-01,"MICROSOFT","PRICE INDEX",27593.8
2013-12-02,"MICROSOFT","PRICE INDEX",28673.7
2013-12-03,"MICROSOFT","PRICE INDEX",28704.5
2013-12-04,"MICROSOFT","PRICE INDEX",29609.6
2013-12-05,"MICROSOFT","PRICE INDEX",33620.6
2013-12-06,"MICROSOFT","PRICE INDEX",35996.4
2013-12-07,"MICROSOFT","PRICE INDEX",36685.5
2013-12-08,"MICROSOFT","PRICE INDEX",33805.7
2013-12-09,"MICROSOFT","PRICE INDEX",33620.6
2013-12-10,"MICROSOFT","PRICE INDEX",35101.6
2013-12-11,"MICROSOFT","PRICE INDEX",38423.6
2013-12-12,"MICROSOFT","PRICE INDEX",38279.6
2014-12-01,"MICROSOFT","PRICE INDEX",37066
2014-12-02,"MICROSOFT","PRICE INDEX",38536.7
2014-12-03,"MICROSOFT","PRICE INDEX",39359.5
2014-12-04,"MICROSOFT","PRICE INDEX",40325.2
2014-12-05,"MICROSOFT","PRICE INDEX",41107.9
2014-12-06,"MICROSOFT","PRICE INDEX",41735.2
2014-12-07,"MICROSOFT","PRICE INDEX",43288.2
2014-12-08,"MICROSOFT","PRICE INDEX",44758.9
2014-12-09,"MICROSOFT","PRICE INDEX",48024.3
2014-12-10,"MICROSOFT","PRICE INDEX",45283.4
2014-12-11,"MICROSOFT","PRICE INDEX",50168.6
2014-12-12,"MICROSOFT","PRICE INDEX",48286.5
2015-12-01,"MICROSOFT","PRICE INDEX",47926.6
2015-12-02,"MICROSOFT","PRICE INDEX",44316.7
2015-12-03,"MICROSOFT","PRICE INDEX",42187.8
2015-12-04,"MICROSOFT","PRICE INDEX",42907.7
2015-12-05,"MICROSOFT","PRICE INDEX",48698
2015-12-06,"MICROSOFT","PRICE INDEX",47278.7
2015-12-07,"MICROSOFT","PRICE INDEX",45880
2015-12-08,"MICROSOFT","PRICE INDEX",48070.6
2015-12-09,"MICROSOFT","PRICE INDEX",44717.8
2015-12-10,"MICROSOFT","PRICE INDEX",48338
2015-12-11,"MICROSOFT","PRICE INDEX",54837.9
2015-12-12,"MICROSOFT","PRICE INDEX",55598.9
2016-12-01,"MICROSOFT","PRICE INDEX",54282.5
2016-12-02,"MICROSOFT","PRICE INDEX",51937.6
2016-12-03,"MICROSOFT","PRICE INDEX",54580.8
2016-12-04,"MICROSOFT","PRICE INDEX",56205.7
2016-12-05,"MICROSOFT","PRICE INDEX",52976.4
2016-12-06,"MICROSOFT","PRICE INDEX",52945.5
2016-12-07,"MICROSOFT","PRICE INDEX",54724.8
2016-12-08,"MICROSOFT","PRICE INDEX",59589.4
2016-12-09,"MICROSOFT","PRICE INDEX",58674.1
2016-12-10,"MICROSOFT","PRICE INDEX",58735.8
2012-12-10,"AMAZON.COM","PRICE",242.36
2012-12-11,"AMAZON.COM","PRICE",226.47
2012-12-12,"AMAZON.COM","PRICE",251.76
2013-12-01,"AMAZON.COM","PRICE",267.9399
2013-12-02,"AMAZON.COM","PRICE",258.7
2013-12-03,"AMAZON.COM","PRICE",274.1299
2013-12-04,"AMAZON.COM","PRICE",272.8699
2013-12-05,"AMAZON.COM","PRICE",263.6299
2013-12-06,"AMAZON.COM","PRICE",271.6699
2013-12-07,"AMAZON.COM","PRICE",307.5498
2013-12-08,"AMAZON.COM","PRICE",296.6899
2013-12-09,"AMAZON.COM","PRICE",298.8599
2013-12-10,"AMAZON.COM","PRICE",310.8889
2013-12-11,"AMAZON.COM","PRICE",349.5298
2013-12-12,"AMAZON.COM","PRICE",381.25
2014-12-01,"AMAZON.COM","PRICE",397.6599
2014-12-02,"AMAZON.COM","PRICE",349.25
2014-12-03,"AMAZON.COM","PRICE",370.6399
2014-12-04,"AMAZON.COM","PRICE",311.73
2014-12-05,"AMAZON.COM","PRICE",302.8599
2014-12-06,"AMAZON.COM","PRICE",325.9099
2014-12-07,"AMAZON.COM","PRICE",346.2
2014-12-08,"AMAZON.COM","PRICE",319.3198
2014-12-09,"AMAZON.COM","PRICE",331.1899
2014-12-10,"AMAZON.COM","PRICE",311.3899
2014-12-11,"AMAZON.COM","PRICE",311.51
2014-12-12,"AMAZON.COM","PRICE",307.3201
2015-12-01,"AMAZON.COM","PRICE",291.4099
2015-12-02,"AMAZON.COM","PRICE",377.1699
2015-12-03,"AMAZON.COM","PRICE",374.24
2015-12-04,"AMAZON.COM","PRICE",382.6499
2015-12-05,"AMAZON.COM","PRICE",431.02
2015-12-06,"AMAZON.COM","PRICE",429.9199
2015-12-07,"AMAZON.COM","PRICE",443.51
2015-12-08,"AMAZON.COM","PRICE",525.9099
2015-12-09,"AMAZON.COM","PRICE",529.4399
2015-12-10,"AMAZON.COM","PRICE",550.1899
2015-12-11,"AMAZON.COM","PRICE",665.6001
2015-12-12,"AMAZON.COM","PRICE",640.1499
2016-12-01,"AMAZON.COM","PRICE",617.8899
2016-12-02,"AMAZON.COM","PRICE",507.0801
2016-12-03,"AMAZON.COM","PRICE",569.6101
2016-12-04,"AMAZON.COM","PRICE",603.1699
2016-12-05,"AMAZON.COM","PRICE",717.9299
2016-12-06,"AMAZON.COM","PRICE",717.9099
2016-12-07,"AMAZON.COM","PRICE",748.21
2016-12-08,"AMAZON.COM","PRICE",772.5601
2016-12-09,"AMAZON.COM","PRICE",771.49
2016-12-10,"AMAZON.COM","PRICE",834.0901
2012-12-10,"AMAZON.COM","MARKET VALUE",109562.5
2012-12-11,"AMAZON.COM","MARKET VALUE",102379.2
2012-12-12,"AMAZON.COM","MARKET VALUE",113811.9
2013-12-01,"AMAZON.COM","MARKET VALUE",121644.7
2013-12-02,"AMAZON.COM","MARKET VALUE",117592.3
2013-12-03,"AMAZON.COM","MARKET VALUE",124606
2013-12-04,"AMAZON.COM","MARKET VALUE",124221.9
2013-12-05,"AMAZON.COM","MARKET VALUE",120015.5
2013-12-06,"AMAZON.COM","MARKET VALUE",123675.7
2013-12-07,"AMAZON.COM","MARKET VALUE",140550.2
2013-12-08,"AMAZON.COM","MARKET VALUE",135587.3
2013-12-09,"AMAZON.COM","MARKET VALUE",136578.9
2013-12-10,"AMAZON.COM","MARKET VALUE",142304.2
2013-12-11,"AMAZON.COM","MARKET VALUE",159991.4
2013-12-12,"AMAZON.COM","MARKET VALUE",174510.8
2014-12-01,"AMAZON.COM","MARKET VALUE",182525.8
2014-12-02,"AMAZON.COM","MARKET VALUE",160398.1
2014-12-03,"AMAZON.COM","MARKET VALUE",170221.7
2014-12-04,"AMAZON.COM","MARKET VALUE",143440.3
2014-12-05,"AMAZON.COM","MARKET VALUE",139366.2
2014-12-06,"AMAZON.COM","MARKET VALUE",149973.1
2014-12-07,"AMAZON.COM","MARKET VALUE",159944.4
2014-12-08,"AMAZON.COM","MARKET VALUE",147537.2
2014-12-09,"AMAZON.COM","MARKET VALUE",153021.6
2014-12-10,"AMAZON.COM","MARKET VALUE",144173.5
2014-12-11,"AMAZON.COM","MARKET VALUE",144231.1
2014-12-12,"AMAZON.COM","MARKET VALUE",142291.1
2015-12-01,"AMAZON.COM","MARKET VALUE",135505.6
2015-12-02,"AMAZON.COM","MARKET VALUE",175151.6
2015-12-03,"AMAZON.COM","MARKET VALUE",173790.9
2015-12-04,"AMAZON.COM","MARKET VALUE",177696.4
2015-12-05,"AMAZON.COM","MARKET VALUE",200717.7
2015-12-06,"AMAZON.COM","MARKET VALUE",200205.4
2015-12-07,"AMAZON.COM","MARKET VALUE",206534.1
2015-12-08,"AMAZON.COM","MARKET VALUE",245973.3
2015-12-09,"AMAZON.COM","MARKET VALUE",247624.4
2015-12-10,"AMAZON.COM","MARKET VALUE",257329.3
2015-12-11,"AMAZON.COM","MARKET VALUE",311307.8
2015-12-12,"AMAZON.COM","MARKET VALUE",299404.5
2016-12-01,"AMAZON.COM","MARKET VALUE",288993.3
2016-12-02,"AMAZON.COM","MARKET VALUE",238754.5
2016-12-03,"AMAZON.COM","MARKET VALUE",268196.3
2016-12-04,"AMAZON.COM","MARKET VALUE",284449.2
2016-12-05,"AMAZON.COM","MARKET VALUE",338739.3
2016-12-06,"AMAZON.COM","MARKET VALUE",338729.8
2016-12-07,"AMAZON.COM","MARKET VALUE",353026.3
2016-12-08,"AMAZON.COM","MARKET VALUE",366250.2
2016-12-09,"AMAZON.COM","MARKET VALUE",365742.9
2016-12-10,"AMAZON.COM","MARKET VALUE",395419.9
2012-12-10,"AMAZON.COM","DIVIDEND YIELD",0
2012-12-11,"AMAZON.COM","DIVIDEND YIELD",0
2012-12-12,"AMAZON.COM","DIVIDEND YIELD",0
2013-12-01,"AMAZON.COM","DIVIDEND YIELD",0
2013-12-02,"AMAZON.COM","DIVIDEND YIELD",0
2013-12-03,"AMAZON.COM","DIVIDEND YIELD",0
2013-12-04,"AMAZON.COM","DIVIDEND YIELD",0
2013-12-05,"AMAZON.COM","DIVIDEND YIELD",0
2013-12-06,"AMAZON.COM","DIVIDEND YIELD",0
2013-12-07,"AMAZON.COM","DIVIDEND YIELD",0
2013-12-08,"AMAZON.COM","DIVIDEND YIELD",0
2013-12-09,"AMAZON.COM","DIVIDEND YIELD",0
2013-12-10,"AMAZON.COM","DIVIDEND YIELD",0
2013-12-11,"AMAZON.COM","DIVIDEND YIELD",0
2013-12-12,"AMAZON.COM","DIVIDEND YIELD",0
2014-12-01,"AMAZON.COM","DIVIDEND YIELD",0
2014-12-02,"AMAZON.COM","DIVIDEND YIELD",0
2014-12-03,"AMAZON.COM","DIVIDEND YIELD",0
2014-12-04,"AMAZON.COM","DIVIDEND YIELD",0
2014-12-05,"AMAZON.COM","DIVIDEND YIELD",0
2014-12-06,"AMAZON.COM","DIVIDEND YIELD",0
2014-12-07,"AMAZON.COM","DIVIDEND YIELD",0
2014-12-08,"AMAZON.COM","DIVIDEND YIELD",0
2014-12-09,"AMAZON.COM","DIVIDEND YIELD",0
2014-12-10,"AMAZON.COM","DIVIDEND YIELD",0
2014-12-11,"AMAZON.COM","DIVIDEND YIELD",0
2014-12-12,"AMAZON.COM","DIVIDEND YIELD",0
2015-12-01,"AMAZON.COM","DIVIDEND YIELD",0
2015-12-02,"AMAZON.COM","DIVIDEND YIELD",0
2015-12-03,"AMAZON.COM","DIVIDEND YIELD",0
2015-12-04,"AMAZON.COM","DIVIDEND YIELD",0
2015-12-05,"AMAZON.COM","DIVIDEND YIELD",0
2015-12-06,"AMAZON.COM","DIVIDEND YIELD",0
2015-12-07,"AMAZON.COM","DIVIDEND YIELD",0
2015-12-08,"AMAZON.COM","DIVIDEND YIELD",0
2015-12-09,"AMAZON.COM","DIVIDEND YIELD",0
2015-12-10,"AMAZON.COM","DIVIDEND YIELD",0
2015-12-11,"AMAZON.COM","DIVIDEND YIELD",0
2015-12-12,"AMAZON.COM","DIVIDEND YIELD",0
2016-12-01,"AMAZON.COM","DIVIDEND YIELD",0
2016-12-02,"AMAZON.COM","DIVIDEND YIELD",0
2016-12-03,"AMAZON.COM","DIVIDEND YIELD",0
2016-12-04,"AMAZON.COM","DIVIDEND YIELD",0
2016-12-05,"AMAZON.COM","DIVIDEND YIELD",0
2016-12-06,"AMAZON.COM","DIVIDEND YIELD",0
2016-12-07,"AMAZON.COM","DIVIDEND YIELD",0
2016-12-08,"AMAZON.COM","DIVIDEND YIELD",0
2016-12-09,"AMAZON.COM","DIVIDEND YIELD",0
2016-12-10,"AMAZON.COM","DIVIDEND YIELD",0
2012-12-10,"AMAZON.COM","PER",295.6
2012-12-11,"AMAZON.COM","PER",2830.9
2012-12-12,"AMAZON.COM","PER",3147
2013-12-01,"AMAZON.COM","PER",3349.3
2013-12-02,"AMAZON.COM","PER",NA
2013-12-03,"AMAZON.COM","PER",NA
2013-12-04,"AMAZON.COM","PER",NA
2013-12-05,"AMAZON.COM","PER",NA
2013-12-06,"AMAZON.COM","PER",NA
2013-12-07,"AMAZON.COM","PER",NA
2013-12-08,"AMAZON.COM","PER",NA
2013-12-09,"AMAZON.COM","PER",NA
2013-12-10,"AMAZON.COM","PER",NA
2013-12-11,"AMAZON.COM","PER",1235.1
2013-12-12,"AMAZON.COM","PER",1347.2
2014-12-01,"AMAZON.COM","PER",1405.2
2014-12-02,"AMAZON.COM","PER",593
2014-12-03,"AMAZON.COM","PER",629.3
2014-12-04,"AMAZON.COM","PER",529.3
2014-12-05,"AMAZON.COM","PER",475.4
2014-12-06,"AMAZON.COM","PER",511.6
2014-12-07,"AMAZON.COM","PER",543.5
2014-12-08,"AMAZON.COM","PER",823
2014-12-09,"AMAZON.COM","PER",853.6
2014-12-10,"AMAZON.COM","PER",802.6
2014-12-11,"AMAZON.COM","PER",NA
2014-12-12,"AMAZON.COM","PER",NA
2015-12-01,"AMAZON.COM","PER",NA
2015-12-02,"AMAZON.COM","PER",NA
2015-12-03,"AMAZON.COM","PER",NA
2015-12-04,"AMAZON.COM","PER",NA
2015-12-05,"AMAZON.COM","PER",NA
2015-12-06,"AMAZON.COM","PER",NA
2015-12-07,"AMAZON.COM","PER",NA
2015-12-08,"AMAZON.COM","PER",NA
2015-12-09,"AMAZON.COM","PER",NA
2015-12-10,"AMAZON.COM","PER",NA
2015-12-11,"AMAZON.COM","PER",961.8
2015-12-12,"AMAZON.COM","PER",925.1
2016-12-01,"AMAZON.COM","PER",892.9
2016-12-02,"AMAZON.COM","PER",406
2016-12-03,"AMAZON.COM","PER",456.1
2016-12-04,"AMAZON.COM","PER",482.9
2016-12-05,"AMAZON.COM","PER",294.8
2016-12-06,"AMAZON.COM","PER",294.8
2016-12-07,"AMAZON.COM","PER",307.3
2016-12-08,"AMAZON.COM","PER",192.3
2016-12-09,"AMAZON.COM","PER",192
2016-12-10,"AMAZON.COM","PER",207.6
2012-12-10,"AMAZON.COM","PRICE INDEX",12375.8
2012-12-11,"AMAZON.COM","PRICE INDEX",11564.4
2012-12-12,"AMAZON.COM","PRICE INDEX",12855.8
2013-12-01,"AMAZON.COM","PRICE INDEX",13682
2013-12-02,"AMAZON.COM","PRICE INDEX",13210.2
2013-12-03,"AMAZON.COM","PRICE INDEX",13998.1
2013-12-04,"AMAZON.COM","PRICE INDEX",13933.8
2013-12-05,"AMAZON.COM","PRICE INDEX",13462
2013-12-06,"AMAZON.COM","PRICE INDEX",13872.5
2013-12-07,"AMAZON.COM","PRICE INDEX",15704.7
2013-12-08,"AMAZON.COM","PRICE INDEX",15150.1
2013-12-09,"AMAZON.COM","PRICE INDEX",15260.9
2013-12-10,"AMAZON.COM","PRICE INDEX",15875.2
2013-12-11,"AMAZON.COM","PRICE INDEX",17848.3
2013-12-12,"AMAZON.COM","PRICE INDEX",19468.1
2014-12-01,"AMAZON.COM","PRICE INDEX",20306
2014-12-02,"AMAZON.COM","PRICE INDEX",17834
2014-12-03,"AMAZON.COM","PRICE INDEX",18926.3
2014-12-04,"AMAZON.COM","PRICE INDEX",15918.1
2014-12-05,"AMAZON.COM","PRICE INDEX",15465.2
2014-12-06,"AMAZON.COM","PRICE INDEX",16642.2
2014-12-07,"AMAZON.COM","PRICE INDEX",17678.3
2014-12-08,"AMAZON.COM","PRICE INDEX",16305.7
2014-12-09,"AMAZON.COM","PRICE INDEX",16911.8
2014-12-10,"AMAZON.COM","PRICE INDEX",15900.8
2014-12-11,"AMAZON.COM","PRICE INDEX",15906.9
2014-12-12,"AMAZON.COM","PRICE INDEX",15692.9
2015-12-01,"AMAZON.COM","PRICE INDEX",14880.5
2015-12-02,"AMAZON.COM","PRICE INDEX",19259.7
2015-12-03,"AMAZON.COM","PRICE INDEX",19110.1
2015-12-04,"AMAZON.COM","PRICE INDEX",19539.6
2015-12-05,"AMAZON.COM","PRICE INDEX",22009.5
2015-12-06,"AMAZON.COM","PRICE INDEX",21953.4
2015-12-07,"AMAZON.COM","PRICE INDEX",22647.3
2015-12-08,"AMAZON.COM","PRICE INDEX",26855
2015-12-09,"AMAZON.COM","PRICE INDEX",27035.2
2015-12-10,"AMAZON.COM","PRICE INDEX",28094.8
2015-12-11,"AMAZON.COM","PRICE INDEX",33988.1
2015-12-12,"AMAZON.COM","PRICE INDEX",32688.5
2016-12-01,"AMAZON.COM","PRICE INDEX",31551.8
2016-12-02,"AMAZON.COM","PRICE INDEX",25893.5
2016-12-03,"AMAZON.COM","PRICE INDEX",29086.5
2016-12-04,"AMAZON.COM","PRICE INDEX",30800.2
2016-12-05,"AMAZON.COM","PRICE INDEX",36660.2
2016-12-06,"AMAZON.COM","PRICE INDEX",36659.2
2016-12-07,"AMAZON.COM","PRICE INDEX",38206.4
2016-12-08,"AMAZON.COM","PRICE INDEX",39449.9
2016-12-09,"AMAZON.COM","PRICE INDEX",39395.2
2016-12-10,"AMAZON.COM","PRICE INDEX",42591.8
2012-12-10,"EXXON MOBIL","PRICE",91.03
2012-12-11,"EXXON MOBIL","PRICE",87.32
2012-12-12,"EXXON MOBIL","PRICE",89.45
2013-12-01,"EXXON MOBIL","PRICE",89.61
2013-12-02,"EXXON MOBIL","PRICE",88.46
2013-12-03,"EXXON MOBIL","PRICE",89.16
2013-12-04,"EXXON MOBIL","PRICE",88.99
2013-12-05,"EXXON MOBIL","PRICE",90.14
2013-12-06,"EXXON MOBIL","PRICE",89.74
2013-12-07,"EXXON MOBIL","PRICE",93.4
2013-12-08,"EXXON MOBIL","PRICE",89.89
2013-12-09,"EXXON MOBIL","PRICE",87.98
2013-12-10,"EXXON MOBIL","PRICE",86.95
2013-12-11,"EXXON MOBIL","PRICE",92.67
2013-12-12,"EXXON MOBIL","PRICE",95.36
2014-12-01,"EXXON MOBIL","PRICE",100.52
2014-12-02,"EXXON MOBIL","PRICE",91.08
2014-12-03,"EXXON MOBIL","PRICE",94.21
2014-12-04,"EXXON MOBIL","PRICE",96.72
2014-12-05,"EXXON MOBIL","PRICE",102.23
2014-12-06,"EXXON MOBIL","PRICE",101.66
2014-12-07,"EXXON MOBIL","PRICE",101.74
2014-12-08,"EXXON MOBIL","PRICE",98.49
2014-12-09,"EXXON MOBIL","PRICE",95.78
2014-12-10,"EXXON MOBIL","PRICE",91.6
2014-12-11,"EXXON MOBIL","PRICE",95.38
2014-12-12,"EXXON MOBIL","PRICE",86.6
2015-12-01,"EXXON MOBIL","PRICE",90.33
2015-12-02,"EXXON MOBIL","PRICE",92.37
2015-12-03,"EXXON MOBIL","PRICE",84.22
2015-12-04,"EXXON MOBIL","PRICE",85.56
2015-12-05,"EXXON MOBIL","PRICE",87.02
2015-12-06,"EXXON MOBIL","PRICE",84.02
2015-12-07,"EXXON MOBIL","PRICE",82.22
2015-12-08,"EXXON MOBIL","PRICE",78.79
2015-12-09,"EXXON MOBIL","PRICE",72.69
2015-12-10,"EXXON MOBIL","PRICE",79.3
2015-12-11,"EXXON MOBIL","PRICE",79.41
2015-12-12,"EXXON MOBIL","PRICE",74.34
2016-12-01,"EXXON MOBIL","PRICE",75.2
2016-12-02,"EXXON MOBIL","PRICE",81.03
2016-12-03,"EXXON MOBIL","PRICE",82.19
2016-12-04,"EXXON MOBIL","PRICE",84.35
2016-12-05,"EXXON MOBIL","PRICE",89.67
2016-12-06,"EXXON MOBIL","PRICE",89.98
2016-12-07,"EXXON MOBIL","PRICE",94.95
2016-12-08,"EXXON MOBIL","PRICE",87.85
2016-12-09,"EXXON MOBIL","PRICE",87.29
2016-12-10,"EXXON MOBIL","PRICE",87.13
2012-12-10,"EXXON MOBIL","MARKET VALUE",415036.8
2012-12-11,"EXXON MOBIL","MARKET VALUE",398121.7
2012-12-12,"EXXON MOBIL","MARKET VALUE",407833.1
2013-12-01,"EXXON MOBIL","MARKET VALUE",403424.1
2013-12-02,"EXXON MOBIL","MARKET VALUE",396340.4
2013-12-03,"EXXON MOBIL","MARKET VALUE",398588.1
2013-12-04,"EXXON MOBIL","MARKET VALUE",395682.8
2013-12-05,"EXXON MOBIL","MARKET VALUE",400796.1
2013-12-06,"EXXON MOBIL","MARKET VALUE",399017.6
2013-12-07,"EXXON MOBIL","MARKET VALUE",411112.2
2013-12-08,"EXXON MOBIL","MARKET VALUE",395662.6
2013-12-09,"EXXON MOBIL","MARKET VALUE",387255.4
2013-12-10,"EXXON MOBIL","MARKET VALUE",379884.6
2013-12-11,"EXXON MOBIL","MARKET VALUE",404875.3
2013-12-12,"EXXON MOBIL","MARKET VALUE",416627.8
2014-12-01,"EXXON MOBIL","MARKET VALUE",435754
2014-12-02,"EXXON MOBIL","MARKET VALUE",393578.1
2014-12-03,"EXXON MOBIL","MARKET VALUE",406076.2
2014-12-04,"EXXON MOBIL","MARKET VALUE",415351.5
2014-12-05,"EXXON MOBIL","MARKET VALUE",439013.6
2014-12-06,"EXXON MOBIL","MARKET VALUE",436565.8
2014-12-07,"EXXON MOBIL","MARKET VALUE",433889.6
2014-12-08,"EXXON MOBIL","MARKET VALUE",420029.3
2014-12-09,"EXXON MOBIL","MARKET VALUE",408472.1
2014-12-10,"EXXON MOBIL","MARKET VALUE",387882.6
2014-12-11,"EXXON MOBIL","MARKET VALUE",403889.1
2014-12-12,"EXXON MOBIL","MARKET VALUE",366710
2015-12-01,"EXXON MOBIL","MARKET VALUE",379476.4
2015-12-02,"EXXON MOBIL","MARKET VALUE",387463.5
2015-12-03,"EXXON MOBIL","MARKET VALUE",352838.7
2015-12-04,"EXXON MOBIL","MARKET VALUE",357735.5
2015-12-05,"EXXON MOBIL","MARKET VALUE",363839.9
2015-12-06,"EXXON MOBIL","MARKET VALUE",351296.6
2015-12-07,"EXXON MOBIL","MARKET VALUE",342812.1
2015-12-08,"EXXON MOBIL","MARKET VALUE",328510.8
2015-12-09,"EXXON MOBIL","MARKET VALUE",303077.3
2015-12-10,"EXXON MOBIL","MARKET VALUE",330121
2015-12-11,"EXXON MOBIL","MARKET VALUE",330578.9
2015-12-12,"EXXON MOBIL","MARKET VALUE",309472.8
2016-12-01,"EXXON MOBIL","MARKET VALUE",313052.9
2016-12-02,"EXXON MOBIL","MARKET VALUE",336497.7
2016-12-03,"EXXON MOBIL","MARKET VALUE",341108.1
2016-12-04,"EXXON MOBIL","MARKET VALUE",349766.4
2016-12-05,"EXXON MOBIL","MARKET VALUE",371826.3
2016-12-06,"EXXON MOBIL","MARKET VALUE",373111.8
2016-12-07,"EXXON MOBIL","MARKET VALUE",393724.3
2016-12-08,"EXXON MOBIL","MARKET VALUE",364283.1
2016-12-09,"EXXON MOBIL","MARKET VALUE",361960.9
2016-12-10,"EXXON MOBIL","MARKET VALUE",361297.6
2012-12-10,"EXXON MOBIL","DIVIDEND YIELD",2.5
2012-12-11,"EXXON MOBIL","DIVIDEND YIELD",2.61
2012-12-12,"EXXON MOBIL","DIVIDEND YIELD",2.55
2013-12-01,"EXXON MOBIL","DIVIDEND YIELD",2.54
2013-12-02,"EXXON MOBIL","DIVIDEND YIELD",2.58
2013-12-03,"EXXON MOBIL","DIVIDEND YIELD",2.56
2013-12-04,"EXXON MOBIL","DIVIDEND YIELD",2.56
2013-12-05,"EXXON MOBIL","DIVIDEND YIELD",2.8
2013-12-06,"EXXON MOBIL","DIVIDEND YIELD",2.81
2013-12-07,"EXXON MOBIL","DIVIDEND YIELD",2.7
2013-12-08,"EXXON MOBIL","DIVIDEND YIELD",2.8
2013-12-09,"EXXON MOBIL","DIVIDEND YIELD",2.86
2013-12-10,"EXXON MOBIL","DIVIDEND YIELD",2.9
2013-12-11,"EXXON MOBIL","DIVIDEND YIELD",2.72
2013-12-12,"EXXON MOBIL","DIVIDEND YIELD",2.64
2014-12-01,"EXXON MOBIL","DIVIDEND YIELD",2.51
2014-12-02,"EXXON MOBIL","DIVIDEND YIELD",2.77
2014-12-03,"EXXON MOBIL","DIVIDEND YIELD",2.67
2014-12-04,"EXXON MOBIL","DIVIDEND YIELD",2.61
2014-12-05,"EXXON MOBIL","DIVIDEND YIELD",2.7
2014-12-06,"EXXON MOBIL","DIVIDEND YIELD",2.71
2014-12-07,"EXXON MOBIL","DIVIDEND YIELD",2.71
2014-12-08,"EXXON MOBIL","DIVIDEND YIELD",2.8
2014-12-09,"EXXON MOBIL","DIVIDEND YIELD",2.88
2014-12-10,"EXXON MOBIL","DIVIDEND YIELD",3.01
2014-12-11,"EXXON MOBIL","DIVIDEND YIELD",2.89
2014-12-12,"EXXON MOBIL","DIVIDEND YIELD",3.19
2015-12-01,"EXXON MOBIL","DIVIDEND YIELD",3.06
2015-12-02,"EXXON MOBIL","DIVIDEND YIELD",2.99
2015-12-03,"EXXON MOBIL","DIVIDEND YIELD",3.28
2015-12-04,"EXXON MOBIL","DIVIDEND YIELD",3.23
2015-12-05,"EXXON MOBIL","DIVIDEND YIELD",3.36
2015-12-06,"EXXON MOBIL","DIVIDEND YIELD",3.48
2015-12-07,"EXXON MOBIL","DIVIDEND YIELD",3.55
2015-12-08,"EXXON MOBIL","DIVIDEND YIELD",3.71
2015-12-09,"EXXON MOBIL","DIVIDEND YIELD",4.02
2015-12-10,"EXXON MOBIL","DIVIDEND YIELD",3.68
2015-12-11,"EXXON MOBIL","DIVIDEND YIELD",3.68
2015-12-12,"EXXON MOBIL","DIVIDEND YIELD",3.93
2016-12-01,"EXXON MOBIL","DIVIDEND YIELD",3.88
2016-12-02,"EXXON MOBIL","DIVIDEND YIELD",3.6
2016-12-03,"EXXON MOBIL","DIVIDEND YIELD",3.55
2016-12-04,"EXXON MOBIL","DIVIDEND YIELD",3.46
2016-12-05,"EXXON MOBIL","DIVIDEND YIELD",3.35
